,Index,name,reviews,rating,featured_image,main_category,closed_on,address,review_keywords,link,planning_area,opening_time,closing_time
0,1,Mian Ji Fan chicken rice,42,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrIVhMn8QVdtY4LY7Tq-OMAd6Ixzn7nuymWxYEiAvD2FkmpePPq3GWWHaLK3OV8iOcyBJCsYGrgyL9UTojJo4ULq8Ight0dsY2GCYHpEnO_H4CVHXfivYAYbiuiZj4jGhovNr8I=s1024,Hawker Stall,"Monday, Thursday, Saturday","153 Serangoon North Ave 1, #01-512, Singapore 550153","price, queue, achar, chili, ginger, cucumber, coffee shop, pineapple, lunch, school",https://www.google.com/maps/place/Mian+Ji+Fan+chicken+rice/data=!4m7!3m6!1s0x31da17e6e820542f:0x9e9df7ca169cc1fa!8m2!3d1.3703464!4d103.8723502!16s%2Fg%2F11jv157qvc!19sChIJL1Qg6OYX2jER-sGcFsr3nZ4?authuser=0&hl=en&rclk=1,Serangoon,10:00,14:00
1,2,Nam Kee Chicken Rice Restaurant,827,4.2,https://lh3.googleusercontent.com/p/AF1QipMy1_v4uuoyp80ZXGMGxdONNUA3tTjO7IhhTH8q=s1024,Chicken restaurant,Open All Days,"201 Upper Thomson Rd, Singapore 574343","school, hainanese chicken rice, steamed chicken, ginger, pork chop, 80s, kailan, fragrant, fish maw, deep fried tofu",https://www.google.com/maps/place/Nam+Kee+Chicken+Rice+Restaurant/data=!4m7!3m6!1s0x31da173a5b3b2939:0x1578904ee65a0d66!8m2!3d1.3519271!4d103.8352298!16s%2Fg%2F1v41xz84!19sChIJOSk7WzoX2jERZg1a5k6QeBU?authuser=0&hl=en&rclk=1,Bishan,10:45,20:30
2,3,OK Chicken Rice & Humfull Laksa (Hougang),349,4.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np0AKfaqfq6nPC9hVzbO3addDK5-3QxVN5dG-w7pqOr2b_vJSXFcFAUdnn54_TKsQrpo-U2CAhW-52hRVgsaCry_6ZTrzPgu2HK5dNQv8Dox_IGA8gLOM43kjlclyyxyinHwAn4=s1024,Hawker Stall,Open All Days,"932 Hougang Ave 9, #01-04, Singapore 530932","roasted chicken rice, steam chicken, halal, coffee shop, curry chicken, order, broth, cutlet, char siew chicken, char siu",https://www.google.com/maps/place/OK+Chicken+Rice+%26+Humfull+Laksa+%28Hougang%29/data=!4m7!3m6!1s0x31da17766e8b313d:0xae608765948d5688!8m2!3d1.3751909!4d103.8819805!16s%2Fg%2F11kkpvgfgn!19sChIJPTGLbnYX2jERiFaNlGWHYK4?authuser=0&hl=en&rclk=1,Hougang,09:00,20:30
3,4,Ming Kee Chicken Rice,475,3.8,https://lh3.googleusercontent.com/p/AF1QipMGs_bgFsgy9yL2YIGKESqmKI9EoYmG7lVHMNMz=s1024,Hawker Stall,Tuesday,"511 Bishan St. 13, #01-522 Kim San Leng Coffee Shop, Singapore 570511","skin, chilli sauce, chicken breast, steamed chicken, hainanese chicken rice, chicken feet, thigh, drumstick, bean sprout, jelly",https://www.google.com/maps/place/Ming+Kee+Chicken+Rice/data=!4m7!3m6!1s0x31da17140ff3e449:0x7f0ffef2ac3d42e2!8m2!3d1.3492588!4d103.849947!16s%2Fg%2F1tgp7sqb!19sChIJSeTzDxQX2jER4kI9rPL-D38?authuser=0&hl=en&rclk=1,Bishan,10:00,20:00
4,5,Sin Ming Rd Chicken Rice Xin Min Lu Ji Fan,295,4.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np5zUc240BLyUjYVQL3rpDLfhzq738QFfcHXdTSxSErSg4f8oaDArfoaG_KpxHvyYBoCwSqaD1-P4k42Re5NPe70tGXmiDuPk_MFmQ20bEXCaJWntEY700KUyhArFv71cNFhEEd=s1024,Restaurant,Open All Days,"151 Bishan St.11, #01- 195 Block 151, Singapore 570151","roasted chicken, chilli, steamed chicken, air-conditioned, succulent, self service, chicken soup, jelly, ginger sauce, herbal",https://www.google.com/maps/place/Sin+Ming+Rd+Chicken+Rice+%E6%96%B0%E6%B0%91%E8%B7%AF%E9%B8%A1%E9%A5%AD/data=!4m7!3m6!1s0x31da1750487233bd:0x739fa6d390c157d!8m2!3d1.3454675!4d103.8557064!16s%2Fg%2F11kmtnssv3!19sChIJvTNySFAX2jERfRUMOW36OQc?authuser=0&hl=en&rclk=1,Bishan,10:30,20:00
5,6,Hougang Hainanese Boneless Chicken Rice,96,4.3,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxm0sVf8kakbGVW9ERl0WP0POrLnSl9DYsdpH3Qq1na1f-mcvy_Amz1roytMtOv99vXAUOY2RoKEYwI4joLfCPjMOm-sCkOCrkGJiEYsECW8LZ9ek6dYyZSNs9R-UNBhZCE0YIAg=s1024,Hawker Stall,Open All Days,"809 Hougang Central, #01-178, Singapore 530809","price, soup, queue, roasted chicken, chili, spicy, takeaway, steam chicken, char siew, hainan chicken rice",https://www.google.com/maps/place/Hougang+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da17b32c68b6b3:0x85fd455476743207!8m2!3d1.3712772!4d103.8939151!16s%2Fg%2F11h_76jt8m!19sChIJs7ZoLLMX2jERBzJ0dlRF_YU?authuser=0&hl=en&rclk=1,Hougang,09:30,19:00
6,7,925 Yishun Hainanese Chicken Rice,251,3.8,https://lh3.googleusercontent.com/p/AF1QipNrONLj_GiV7x7xrdiyP6ZRhM6NpfPgUG_KOVU=s1024,Hawker Stall,Open All Days,"722 Ang Mo Kio Ave 8, #01-2843, Singapore 560722","price, soup, achar, chili, roasted chicken, queue, takeaway, portion sizes, delivery, coffeeshop",https://www.google.com/maps/place/925+Yishun+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da16e7b56fb209:0xa3b6812028c123b2!8m2!3d1.3721708!4d103.8475846!16s%2Fg%2F11cn6ct4cr!19sChIJCbJvtecW2jERsiPBKCCBtqM?authuser=0&hl=en&rclk=1,Ang Mo Kio,09:30,20:30
7,8,Ji Zi Ji Ji Zai Ji Golden Mile Hainanese Boneless Chicken Rice,78,4.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNSi_TzOuEihuIKhaZCCJsoP3vF64vZ5xLMCfBG-C_kywYJQyvruR_QfjKtvV6Y03HrY6hgzV8ZFfM0Fspu7GBOKf2i3tVNvnrKzblFpd7UnCfAhFiFWyUBLnJ-lUAes34880xh1ImYQ2a=s1024,Restaurant,Sunday,"505 Beach Rd, #B1-35, Singapore 199583","queue, price, chilli, ginger, system, stall, skin, lunch, roasted chicken, rice and chicken",https://www.google.com/maps/place/%E9%B8%A1%E4%BB%94%E8%AE%B0+Ji+Zai+Ji+Golden+Mile+Hainanese+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da194aa41da237:0xc807d5d0fc443a16!8m2!3d1.3030828!4d103.8639394!16s%2Fg%2F11fgm612zw!19sChIJN6IdpEoZ2jERFjpE_NDVB8g?authuser=0&hl=en&rclk=1,Rochor,10:30,20:00
8,9,Poh Kee Chicken Rice,77,4.8,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqWUmihTV9tRnt4QCzqS0cZtTQAS7entuPGapQLZ18VH9WchDNp0-pCWTSFpj-mofFS__oGx86c3vG5-oLCxNuxIFOzArl6hwH3ubeRiBluhmzO-4Bb5IcbTuaHINlCsY82tVT3=s1024,Hawker Stall,Sunday,"206 Toa Payoh N, #01-1197, Singapore 310206","price, steam chicken, soup, news, cabbage, roasted chicken rice, owner, bean sprouts, uncle, steamed",https://www.google.com/maps/place/Poh+Kee+Chicken+Rice/data=!4m7!3m6!1s0x31da170881d664f1:0x2c2be8a2d2b256da!8m2!3d1.3422374!4d103.8467443!16s%2Fg%2F11q4k61qr8!19sChIJ8WTWgQgX2jER2lay0qLoKyw?authuser=0&hl=en&rclk=1,Toa Payoh,10:30,20:00
9,10,Wee Nam Kee Hainanese Chicken Rice Restaurant,1818,4.1,https://lh3.googleusercontent.com/p/AF1QipO-aR0wMo2TWfpXtBmZs5PtWLBrQ1mgu7T8dHRd=s1024,Chinese restaurant,Open All Days,"101 Thomson Rd, #01-08 United Square, Singapore 307591","hainan chicken, curry fish head, dumpling soup, roast pork, roasted chicken rice, novena, zi char, katong mei wei chicken rice, chili crab, hot plate beancurd",https://www.google.com/maps/place/Wee+Nam+Kee+Hainanese+Chicken+Rice+Restaurant/data=!4m7!3m6!1s0x31da19e6d9c6fda3:0xb7d0c7905759a619!8m2!3d1.3170307!4d103.8438731!16s%2Fg%2F1pp2tl2j2!19sChIJo_3G2eYZ2jERGaZZV5DH0Lc?authuser=0&hl=en&rclk=1,Novena,11:00,21:00
10,11,Ah Khoon Authentic Hainanese Chicken Rice,10,4.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrm1QrHUMSfYmE5EmhRhbzILXMw5CSzyXvjWa21aJBejcSyEpA5aGTIX_pHH04vj_SETE8pwOfBz_eek_AkvHhy2sgf4XcBirMcQsjhrj7c93ZGY6lwAK2CAqDEdBmsYLjgVvQ=s1024,Hawker Stall,Open All Days,"51 Hougang Ave 9, #01-05 Ci Yuan Hawker Centre, Singapore 538776","price, grain, sauce",https://www.google.com/maps/place/Ah+Khoon+Authentic+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da17c2b5c03449:0x3aa485785d39b2b7!8m2!3d1.3750138!4d103.8829912!16s%2Fg%2F11gtg83bg3!19sChIJSTTAtcIX2jERt7I5XXiFpDo?authuser=0&hl=en&rclk=1,Hougang,09:30,18:30
11,12,Hong Yun Chicken Rice,36,4.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLCvPhOnnAMW-Zs_AvzVn-dx329vagItmDHEd_aMby_1vCsjgJwKnlkdEx8e0pRj1KA-M2tzEItJ17yaeHJjlRglENOcZaSAvJMGATujbL0DNr5jmcTcKMrqNHXQFDrVnFuDW0wpfQgm4=s1024,Hawker Stall,Open All Days,"118 Hougang Ave 1, Block 118, Singapore 530118","chili, egg, money, roast chicken, queue, fragrance, dinner, a whole chicken, set meal, dark sauce",https://www.google.com/maps/place/Hong+Yun+Chicken+Rice/data=!4m7!3m6!1s0x31da171afc13f6ef:0xb08f5fbe763de75e!8m2!3d1.3534636!4d103.8874611!16s%2Fg%2F11n06lrrjs!19sChIJ7_YT_BoX2jERXuc9dr5fj7A?authuser=0&hl=en&rclk=1,Hougang,09:30,21:00
12,13,Hougang 703 Hainanese Chicken Rice Hou Gang 703Hai Nan Ji Fan,52,4.5,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npX6c-1y4RDopXA56op6H7Wd8Ux_6Mk4012EhDhlAr_Frjd2gHdWv7NYMJDFv25ulTfUO1Tfvi8uLjmI8joaxQPXnRq1be6Xjwt1ej-W9Amk37-b-EJazRWballxhl6Lq3XRnvN=s1024,Hawker Stall,Wednesday,"529 Hougang Ave 6, Block 529, Singapore 530529","price, roast, coffeeshop, chilli, spicy, cooked, char siew, average, duck, steamed",https://www.google.com/maps/place/Hougang+703+Hainanese+Chicken+Rice+%E5%90%8E%E6%B8%AF703%E6%B5%B7%E5%8D%97%E9%B8%A1%E9%A5%AD/data=!4m7!3m6!1s0x31da17c28de925d1:0xc25db306f4e8c637!8m2!3d1.3755511!4d103.8910807!16s%2Fg%2F11s891wqj8!19sChIJ0SXpjcIX2jERN8bo9AazXcI?authuser=0&hl=en&rclk=1,Hougang,09:00,19:00
13,14,OK Chicken Rice & Humfull Laksa (Ang Mo Kio),593,4.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqMFgLxUOCI598sBtVacnVRK40XWi6qK1VGtIjwbMZmViDuXG39oECuviAKCoMxT4Breu9rP60C6fGSDWsAXo0zqRLUc2Z3hsLgFTnLlTURKStYg9YHPQhGD3S5siIBZX6vh-FFgg=s1024,Hawker Stall,Open All Days,"721 Ang Mo Kio Ave 8, Foodloft Coffeeshop, Singapore 560721","halal, roasted chicken, steamed chicken, curry chicken, porridge, prawn laksa, cutlet, succulent, fragrant, kut teh",https://www.google.com/maps/place/OK+Chicken+Rice+%26+Humfull+Laksa+%28Ang+Mo+Kio%29/data=!4m7!3m6!1s0x31da1bfe6c4768eb:0xa6435014e7976669!8m2!3d1.3723994!4d103.8479423!16s%2Fg%2F11h77zd8mt!19sChIJ62hHbP4b2jERaWaX5xRQQ6Y?authuser=0&hl=en&rclk=1,Ang Mo Kio,10:00,20:30
14,15,Tian Tian Hainanese Chicken Rice,5615,4.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozTWu7XXfanrsTNuasakyhxc8volyzkq_jV9LcEvHNsLdFCSBQDjWdj-cE6Id1hRpy_Ihej-QpZaYeZ2fSMoresP_d2tdHdtUHKX2XDCnSe3lYcvfZZS-i8HXLJa-I8dDzaj1Xhv7cut4m=s1024,Hawker Stall,Monday,"1 Kadayanallur St, #01-10/11 Maxwell Food Centre, Singapore 069184","tourists, michelin, anthony bourdain, steamed chicken, matrix, chicken and rice, chicken fat, oyster sauce, nam chim, white cut chicken",https://www.google.com/maps/place/Tian+Tian+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da190d52e090d9:0xda3a74c41269425d!8m2!3d1.2804528!4d103.8447987!16s%2Fg%2F1wj_3krw!19sChIJ2ZDgUg0Z2jERXUJpEsR0Oto?authuser=0&hl=en&rclk=1,Outram,10:00,20:00
15,16,Wee's Chicken Rice (#01-34),11,4.7,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq31D_w5pYKSCVQ0NUu_sP2SMk9K8xAsQ12lCOirBJIhT77iDpcVJblYFiM0bwZefuvcYfsQ7vMWPBEC4h4BFcd-TUSZo1epZ44tVanNP8Zy9I-8Uem2s0zsUOC6xDMLjP7lFD_=s1024,Hawker Stall,Wednesday,"453A Ang Mo Kio Ave 10, #01/34, Singapore 561453","roasted chicken rice, soup",https://www.google.com/maps/place/Wee%27s+Chicken+Rice+%28%2301-34%29/data=!4m7!3m6!1s0x31da179c43355629:0xa76e48601c6474eb!8m2!3d1.3682223!4d103.8562609!16s%2Fg%2F11kc975_hz!19sChIJKVY1Q5wX2jER63RkHGBIbqc?authuser=0&hl=en&rclk=1,Ang Mo Kio,09:30,15:00
16,17,Sing Soon Lee Hainanese Boneless Chicken Rice (#01-93),87,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr7ZXFSzxRnn9o9tMTeSTrG4TtPkxalmInTh29Xzwc1t8iA6r4mah1V0yhHQhmLYWcWjKhEksjjaglxHzV674Aq7KIKfgY0ciit7r51glno2DYQ6P9sL3t603j2X2cZVOqdF3E=s1024,Hawker Stall,"Monday, Friday","628 Ang Mo Kio Ave 4, #01-93, Singapore 560628","price, chilli, soup, queue, ginger sauce, spicy, garlic sauce, steamed chicken, cilantro, chicken drumstick",https://www.google.com/maps/place/Sing+Soon+Lee+Hainanese+Boneless+Chicken+Rice+%28%2301-93%29/data=!4m7!3m6!1s0x31da16c0e1132a37:0x31ab88d73c266b47!8m2!3d1.3810248!4d103.8407608!16s%2Fg%2F1wtbrdkg!19sChIJNyoT4cAW2jERR2smPNeIqzE?authuser=0&hl=en&rclk=1,Ang Mo Kio,10:30,18:00
17,18,Loy Kee Best Chicken Rice,2064,4.3,https://lh3.googleusercontent.com/p/AF1QipPy56oFd2njmeZcw5lJcdFqZnZn6_WqLbaZyiF2=s1024,Chicken restaurant,Open All Days,"342 Balestier Rd, Singapore 329774","steamed chicken, ginger, set meal, fried tofu, roast pork, tourists, bok choy, soya sauce chicken, lime juice, fragrant rice",https://www.google.com/maps/place/Loy+Kee+Best+Chicken+Rice/data=!4m7!3m6!1s0x31da19d8df6c57a3:0x225f398047dd57a0!8m2!3d1.3241216!4d103.8517347!16s%2Fg%2F1tf6d4kt!19sChIJo1ds39gZ2jERoFfdR4A5XyI?authuser=0&hl=en&rclk=1,Novena,10:00,21:00
18,19,Katong Mei Wei Chicken Rice,1954,4.1,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np9747VhytYmwHoRCm-f-a_vodJhtGHXrWzGDRKb9x_2N9rIk238yjEf2F24myfJoOOw-MRatRUpg5z56uZxCBtrMxwr9apnIkgPQBFZX1JA0dhVsLnuu3ims0I_to7Qt-qpo7LQg=s1024,Hawker Stall,Monday,"865 Mountbatten Rd, KATONG shopping centre, Singapore 437844","achar, roasted chicken, pineapple, cabbage soup, chicken feet, steamed chicken, fragrant, lotus root soup, peanut soup, fried garlic",https://www.google.com/maps/place/Katong+Mei+Wei+Chicken+Rice/data=!4m7!3m6!1s0x31da186dc6c69717:0x8d42992ce6acc2cd!8m2!3d1.3035662!4d103.9005305!16s%2Fg%2F11c1wsrddm!19sChIJF5fGxm0Y2jERzcKs5iyZQo0?authuser=0&hl=en&rclk=1,Marine Parade,11:00,19:00
19,20,Soon Heng Boneless Chicken Rice,27,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqqe7XeUNDGuqsyMSPhp35IBBj5_2u90YwuptRvBtLKDTxgoSPIcXq6WvLcLTmLV1PCkiitrdPwsofRh4pE2JKp8I7nGNkO2L1QQuXX5pOnYnRGtg5L8-GqzAzErXuqWp7gJamA_A=s1024,Hawker Stall,Monday,"682 Hougang Ave 4, #01-346, Singapore 530682","queue, lunch, cutlet, chilli, roasted pork, duck, char siew, pricing, soup",https://www.google.com/maps/place/Soon+Heng+Boneless+Chicken+Rice/data=!4m7!3m6!1s0x31da1700938080f3:0xbcc485d0398c5114!8m2!3d1.3735708!4d103.8856737!16s%2Fg%2F11nr_vld3h!19sChIJ84CAkwAX2jERFFGMOdCFxLw?authuser=0&hl=en&rclk=1,Hougang,10:00,16:30
20,21,Fan Xun Wei Savoury Seafood Fan Xun Wei Hai Xian,21,4.1,https://lh3.googleusercontent.com/p/AF1QipPCoMkv2ZEvZoVnwQluef1NhfFMHMDszJZViP0R=s1024,Chinese restaurant,Open All Days,"542B Serangoon North Ave 3, #01-01, Singapore 552542","hotplate tofu, salted fish, price",https://www.google.com/maps/place/Fan+Xun+Wei+Savoury+Seafood+%E8%BF%94%E5%AF%BB%E5%91%B3%E6%B5%B7%E9%B2%9C/data=!4m7!3m6!1s0x31da17c1de7d35d5:0x12a72ac6c115e133!8m2!3d1.3738252!4d103.8713835!16s%2Fg%2F11j4ppcvy9!19sChIJ1TV93sEX2jERM-EVwcYqpxI?authuser=0&hl=en&rclk=1,Serangoon,11:00,16:30
21,22,Sam Leong St Chicken Rice,1365,4.7,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noKeBRCSab9o6LGrnmChkQ1ucUsKyNM8j_uUyEqpYlP50BXKKc2y8pIxtj_egDPXvHxJQhCvg4PhzN3nzzRe1_h93-RqHsPcQ4JIHZppmP8Uz0BPPzw0psAl8JJNEC8lLtAzSS2=s1024,Restaurant,Open All Days,"12 Verdun Rd, Singapore 207278","halal, hainanese chicken rice, poached chicken, packaging, mustafa centre, ginseng chicken soup, roasted chicken rice, braised egg, fragrant rice, ginger sauce",https://www.google.com/maps/place/Sam+Leong+St+Chicken+Rice/data=!4m7!3m6!1s0x31da19c7d4a50381:0xf4bdf9f49e99dbbf!8m2!3d1.3098969!4d103.8561915!16s%2Fg%2F11cs4ydyxk!19sChIJgQOl1McZ2jERv9uZnvT5vfQ?authuser=0&hl=en&rclk=1,Bishan,08:00,03:00
22,23,Zhou Kee Hainanese Chicken & Roasted Rice,36,3.4,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrquNpYzS5f_bH4gFOFvmFsWbp185k2yOM04YlAXvwT7qfitEoPXCTgTsQAIicGKkkkfa7FRRooj5J-bKdas5nGSWyR0z_wcCzbdpm0r-hIZ8kwgJ5ZGdLMJ78ow5DGt9w-5-c=s1024,Hawker Stall,Open All Days,"527 Ang Mo Kio Ave 10, #01-146 Cheng San Market & Cooked Food Centre, Singapore 560527","chicken rice, price, chilli, queue, soup, roast chicken, atmosphere, lunch",https://www.google.com/maps/place/Zhou+Kee+Hainanese+Chicken+%26+Roasted+Rice/data=!4m7!3m6!1s0x31da16e566dadc91:0xca8568ed5f634a33!8m2!3d1.3728057!4d103.8544582!16s%2Fg%2F11f15gy5wg!19sChIJkdzaZuUW2jERM0pjX-1ohco?authuser=0&hl=en&rclk=1,Ang Mo Kio,09:00,20:00
23,24,Five Star Kampung Chicken Rice & Kitchen,1107,3.9,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npf3MOrdxeteAR_GzgpN8NL_hiD89Iy2W9OHZu1r0rSUijnaISCSseuv3LBeg1NlHpvIb5LJzsCzL8H9ZooixRLE13JrlJejtSsdTs5r7vbiYTf2GYpCOex7413CJxbrqkyp12Umw=s1024,Chicken restaurant,Open All Days,"191 E Coast Rd, Singapore 428897","tofu, hainanese chicken rice, vegetables, skin, ginger, steamed chicken, stall, qr code, salted egg, coast",https://www.google.com/maps/place/Five+Star+Kampung+Chicken+Rice+%26+Kitchen/data=!4m7!3m6!1s0x31da18732df809dd:0xab472fac3213a08e!8m2!3d1.3071411!4d103.9063968!16s%2Fg%2F1v96j96t!19sChIJ3Qn4LXMY2jERjqATMqwvR6s?authuser=0&hl=en&rclk=1,Bedok,10:30,02:00
24,25,Poh Poh Roasted Chicken & Duck Rice,27,3.0,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrKCySsHpPpXY-nqhWYEu6v949bx3wGEJfbbX2-qdS9y9zIWUt0heOD3IfQDkvZm479592UyoRbESzgWSwjwaauYt1rlGPeKZHP3ONmemnbv2RMHUliwObGBeiCLakYjB_FLTN3Hg=s1024,Hawker Stall,Thursday,"49A Serangoon Garden Way, Singapore 555945","chicken rice, price, chilli, steamed chicken, black sauce",https://www.google.com/maps/place/Poh+Poh+Roasted+Chicken+%26+Duck+Rice/data=!4m7!3m6!1s0x31da16ffcfdc170b:0x5bec04231c402dd8!8m2!3d1.363381!4d103.866835!16s%2Fg%2F1tftbvbm!19sChIJCxfcz_8W2jER2C1AHCME7Fs?authuser=0&hl=en&rclk=1,Serangoon,08:00,20:00
25,26,Lao Wang Chicken Rice,10,2.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noyaJwJahI-tu4NnprdBm_Fb2-jhuJwU3VrUN3p_vGgkyhbzngG2w6QwH6E2ynfvAPW3-Hry2oWOOIDQEq2GhYIRZCUH6EmK8d8b_-U1G0yUuEBEfsEUYHvexb540ExIDcGjfm3=s1024,Chicken restaurant,Open All Days,"153 Serangoon North Ave 1, #1, Singapore 550153","price, hair, chopping, drumstick, takeaway",https://www.google.com/maps/place/Lao+Wang+Chicken+Rice/data=!4m7!3m6!1s0x31da17effa73c1bb:0x371b025842cfe7d8!8m2!3d1.369549!4d103.8735307!16s%2Fg%2F11l2263sg8!19sChIJu8Fz-u8X2jER2OfPQlgCGzc?authuser=0&hl=en&rclk=1,Serangoon,,
26,27,Boon Tong Kee Restaurant,2473,4.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-4o4Ai2qqUKnNb6AmMfoC3frNVwY7pI_macLj30LvLoVeu1MgtxkG7QJHT_Rqi2pCh14ywhLMVH0Mgql1B1itwtBVkAXAI_TXWV8DrysBJm3gAf8RnB-iY3LzHNDLtrT6N9s=s1024,Chinese restaurant,Open All Days,"Balestier Rd, #399 401 & 403, Singapore 329801","chicken rice, tourist, BTK, white cut chicken, singaporean, zi char, sambal kangkong, fried tofu, poached chicken, lotus root soup",https://www.google.com/maps/place/Boon+Tong+Kee+Restaurant/data=!4m7!3m6!1s0x31da19df46c104ef:0x225f40353698ef40!8m2!3d1.3255172!4d103.8495448!16s%2Fg%2F1tdyswwn!19sChIJ7wTBRt8Z2jERQO-YNjVAXyI?authuser=0&hl=en&rclk=1,Novena,11:00,
27,28,Sinn Ji Hainanese Chicken Rice,389,4.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOZbpGncjB883eUqpViLHCz_YHInYSrcd5d3NZq8EjAYyd6_F2Jkddnk9QNhbKCeLLHWzCBB7bXidtEG_TwBKIh84sx8nzrgjFrZF8HFlkWfUkBfX6D5KQZ-FMrvOGLP6nY0Y=s1024,Singaporean restaurant,Tuesday,"273 Thomson Rd, #01-05 Novena Gardens, Singapore 307644","ginger, roasted chicken, halal, poached chicken, succulent, chrysanthemum tea, steamed chicken, dumplings, dumpling soup, gizzard",https://www.google.com/maps/place/Sinn+Ji+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da19e6d9bb3d29:0x6fa54dbaa259c00f!8m2!3d1.3205879!4d103.8419872!16s%2Fg%2F11c40pfqvn!19sChIJKT272eYZ2jERD8BZorpNpW8?authuser=0&hl=en&rclk=1,Novena,11:00,20:30
28,29,Md Noor Hakim Chicken Rice,71,4.7,https://lh3.googleusercontent.com/p/AF1QipNmGDJ9orlyRy1y0vLsUhLc-NZJCSxushdDbz_J=s1024,Hawker Stall,Open All Days,"340 Ang Mo Kio Ave 1, #01-1697 Teck Ghee Court, Singapore 560340","halal, price, hainanese chicken rice, roasted chicken, noodles, malay food, ginger, spicy, chicken breast, muslim",https://www.google.com/maps/place/Md+Noor+Hakim+Chicken+Rice/data=!4m7!3m6!1s0x31da17f9063b50cd:0x97ff4d5e3f718e22!8m2!3d1.3644769!4d103.8494785!16s%2Fg%2F11j22pntjb!19sChIJzVA7BvkX2jERIo5xP15N_5c?authuser=0&hl=en&rclk=1,Ang Mo Kio,07:30,19:00
29,30,Feng Ji Chicken Rice,374,4.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNdk2iHlMFR2cSbchXN5pCWX0jxYeVIFQEJ_AJ5gB8AEVkw26ZiG_JX3y1g7v14Uu2cmDZq-ljblH7fXg-pSPdFOhUd5lG8jgGAljHlT-qyUYdjYeLIWlRKljwwMuAZhYz392svw=s1024,Restaurant,Open All Days,"225 River Valley Rd, Singapore 238283","soup, lunch, hainanese chicken rice, takeaway, steamed chicken, zi char, pork ribs, tofu, roasted chicken, bee hoon",https://www.google.com/maps/place/Feng+Ji+Chicken+Rice/data=!4m7!3m6!1s0x31da199f2ccea2ed:0xd4089619d33263ef!8m2!3d1.293795!4d103.8424181!16s%2Fg%2F11c5h30rk3!19sChIJ7aLOLJ8Z2jER72My0xmWCNQ?authuser=0&hl=en&rclk=1,Bukit Batok,10:30,22:30
30,31,Victor Famous Fried Chicken Wing Rice and Hainanese Chicken Rice,471,4.2,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noevlyvwrBhYz88tk_w4l63VJIA-xqsml3tr4g3Sq3Jmx3ZHQY02g-IllO_Bi189LbPYPs6Moz8s4aNodvmgzJqWb3cTgj-MxhM8LqsmsmX3SxDb-Thw44RaqXG_GtSEHQdT8Tn=s1024,Hawker Stall,Monday,"638 Veerasamy Rd, #01-101 Yi He Eating House, Singapore 200638","crispy, carona, fried chicken wings, marinated, chilli sauce, batter, chicken wings and rice, fragrant, lemon chicken, chicken rice chilli",https://www.google.com/maps/place/Victor+Famous+Fried+Chicken+Wing+Rice+and+Hainanese+Chicken+Rice/data=!4m7!3m6!1s0x31da19b8125f7cd5:0xd0234c33349f5f70!8m2!3d1.3071078!4d103.8552092!16s%2Fg%2F11c205qp_3!19sChIJ1XxfErgZ2jERcF-fNDNMI9A?authuser=0&hl=en&rclk=1,Bishan,11:30,18:00
